PLAYER,POS,REAL POS,TEAM,OPP,START,SAL,FPTS,VAL,FPTS L5,VAL L5,FPTS AVG,VAL AVG,WEATHER
Jake Noll,2B,2B,WAS,@PHI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Taylor Ward,OF,OF,LAA,SD,,2000,0.0,0.0,0.0,0.0,2.7,1.4,W 9 Out
Giancarlo Stanton,OF,OF,NYY,@NYM,,4500,0.0,0.0,7.4,1.6,9.0,2.0,W 8 Out
Omar Estevez,2B,2B/SS,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Jeison Guzman,SS,SS,KC,CWS,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
Max Moroff,2B,2B/SS,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Jose Rojas,2B,2B,LAA,SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Matt Reynolds,2B,2B/3B,KC,CWS,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
Max Stassi,C,C,LAA,SD,,2200,0.0,0.0,3.0,1.4,5.9,2.7,W 9 Out
Connor Wong,C,C,BOS,TOR,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Elliot Soto,3B,3B/SS,LAA,SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Tommy Pham,OF,OF,SD,@LAA,,3600,0.0,0.0,5.8,1.6,6.9,1.9,W 9 Out
Jonathan Lucroy,C,C,BOS,TOR,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Jack Kruger,C,C,LAA,SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Zach McKinstry,SS,SS,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Jordyn Adams,OF,OF,LAA,SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Seth Beer,OF,OF,ARI,@LAD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Alek Thomas,OF,OF,ARI,@LAD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Marcus Wilson,OF,OF,BOS,TOR,,2600,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Billy McKinney,OF,OF,TOR,@BOS,,2400,0.0,0.0,4.0,1.7,4.0,1.7,W 4 R-L
Raudy Read,C,C,WAS,@PHI,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Estevan Florial,OF,OF,NYY,@NYM,,2300,0.0,0.0,3.0,1.3,3.0,1.3,W 8 Out
Deivy Grullon,C,C,PHI,WAS,,2900,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Rafael Marchan,C,C,PHI,WAS,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Erick Mejia,3B,3B/OF,KC,CWS,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
Michael Hermosillo,OF,OF,LAA,SD,,2000,0.0,0.0,3.4,1.7,2.4,1.2,W 9 Out
Logan O'Hoppe,C,C,PHI,WAS,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Diego Cartaya,C,C,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Yermin Mercedes,C,C,CWS,@KC,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
Tomas Nido,C,C,NYM,NYY,,2000,0.0,0.0,9.8,4.9,8.7,4.4,W 8 Out
Khalil Lee,OF,OF,KC,CWS,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
Brandon Marsh,OF,OF,LAA,SD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Bo Bichette,SS,SS,TOR,@BOS,,5100,0.0,0.0,20.4,4.0,12.2,2.4,W 4 R-L
Oscar Hernandez,C,C,KC,CWS,,2300,0.0,0.0,2.0,0.9,2.0,0.9,W 8 L-R
Ronald Torreyes,SS,SS,PHI,WAS,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Mikie Mahtook,OF,OF,PHI,WAS,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Michael Busch,2B,2B,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Andrew Vaughn,1B,1B,CWS,@KC,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
Bobby Witt,SS,SS,KC,CWS,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
CJ Abrams,SS,SS,SD,@LAA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Corbin Carroll,OF,OF,ARI,@LAD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Hudson Head,OF,OF,SD,@LAA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Carson Taylor,C,C,LAD,ARI,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Robert Hassell,OF,OF,SD,@LAA,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 9 Out
Emilio Bonifacio,OF,OF,WAS,@PHI,,2000,0.0,0.0,0.7,0.3,0.7,0.3,W 8 Out
C.J. Chatham,SS,SS,BOS,TOR,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Allan de San Miguel,C,C,KC,CWS,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
Austin Martin,3B,3B,TOR,@BOS,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Alejandro Kirk,C,C,TOR,@BOS,,2500,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Kyle Holder,SS,SS,NYY,@NYM,,2400,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
Humberto Arteaga,2B,2B/SS,KC,CWS,,2300,0.0,0.0,0.0,0.0,0.0,0.0,W 8 L-R
Dominic Fletcher,OF,OF,ARI,@LAD,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 5 Out
Juan Centeno,C,C,BOS,TOR,,2600,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Andy Burns,1B,1B,TOR,@BOS,,2400,0.0,0.0,0.0,0.0,0.0,0.0,W 4 R-L
Ryan Cordell,OF,OF,NYM,NYY,,2000,0.0,0.0,2.0,1.0,2.0,1.0,W 8 Out
Johneshwy Fargas,OF,OF,NYM,NYY,,2000,0.0,0.0,0.0,0.0,0.0,0.0,W 8 Out
